county,precinct,office,district,party,candidate,votes
Indiana,Conemaugh #2,Attorney General,,REP,Heather Heidelbaugh,119
Indiana,Conemaugh #2,Attorney General,,REP,John Smith,0
Indiana,Conemaugh #2,Attorney General,,REP,Tom Smith,0
Indiana,Conemaugh #2,Attorney General,,REP,John Rafferty,0
Indiana,Conemaugh #2,Attorney General,,REP,Tyler Jon Houck,0
Indiana,Conemaugh #2,Attorney General,,REP,Chad Repine,0
Indiana,Conemaugh #2,Attorney General,,REP,Eric Cook,0
Indiana,Conemaugh #2,Attorney General,,REP,Joe Black,0
Indiana,Conemaugh #2,Attorney General,,REP,Thad Montgomery,0
Indiana,Conemaugh #3,President,,REP,Andrew Bryan Seal,0
Indiana,Conemaugh #3,President,,REP,Not Assigned,0
Indiana,Conemaugh #3,Attorney General,,REP,Heather Heidelbaugh,73
Indiana,Conemaugh #3,Attorney General,,REP,John Smith,0
Indiana,Conemaugh #3,Attorney General,,REP,Tom Smith,0
Indiana,Conemaugh #3,Attorney General,,REP,John Rafferty,0
Indiana,Conemaugh #3,Attorney General,,REP,Tyler Jon Houck,0
Indiana,Conemaugh #3,Attorney General,,REP,Chad Repine,0
Indiana,Conemaugh #3,Attorney General,,REP,Eric Cook,0
Indiana,Conemaugh #3,Attorney General,,REP,Joe Black,0
Indiana,Conemaugh #3,Attorney General,,REP,Thad Montgomery,0
Indiana,Creekside,President,,REP,Andrew Bryan Seal,0
Indiana,Creekside,President,,REP,Not Assigned,0
Indiana,Creekside,Attorney General,,REP,Heather Heidelbaugh,23
Indiana,Creekside,Attorney General,,REP,John Smith,0
Indiana,Creekside,Attorney General,,REP,Tom Smith,0
Indiana,Creekside,Attorney General,,REP,John Rafferty,0
Indiana,Creekside,Attorney General,,REP,Tyler Jon Houck,0
Indiana,Creekside,Attorney General,,REP,Chad Repine,0
Indiana,Creekside,Attorney General,,REP,Eric Cook,0
Indiana,Creekside,Attorney General,,REP,Joe Black,0
Indiana,Creekside,Attorney General,,REP,Thad Montgomery,0
Indiana,Ernest,President,,REP,Andrew Bryan Seal,0
Indiana,Ernest,President,,REP,Not Assigned,0
Indiana,Ernest,Attorney General,,REP,Heather Heidelbaugh,32
Indiana,Ernest,Attorney General,,REP,John Smith,0
Indiana,Ernest,Attorney General,,REP,Tom Smith,0
Indiana,Ernest,Attorney General,,REP,John Rafferty,0
Indiana,Ernest,Attorney General,,REP,Tyler Jon Houck,0
Indiana,Ernest,Attorney General,,REP,Chad Repine,0
Indiana,Ernest,Attorney General,,REP,Eric Cook,0
Indiana,Ernest,Attorney General,,REP,Joe Black,0
Indiana,Ernest,Attorney General,,REP,Thad Montgomery,0
Indiana,Glen Campbell,President,,REP,Andrew Bryan Seal,0
Indiana,Glen Campbell,President,,REP,Not Assigned,0
Indiana,Glen Campbell,Attorney General,,REP,Heather Heidelbaugh,12
Indiana,Glen Campbell,Attorney General,,REP,John Smith,0
Indiana,Glen Campbell,Attorney General,,REP,Tom Smith,0
Indiana,Glen Campbell,Attorney General,,REP,John Rafferty,0
Indiana,Glen Campbell,Attorney General,,REP,Tyler Jon Houck,0
Indiana,Glen Campbell,Attorney General,,REP,Chad Repine,0
Indiana,Glen Campbell,Attorney General,,REP,Eric Cook,0
Indiana,Glen Campbell,Attorney General,,REP,Joe Black,0
Indiana,Glen Campbell,Attorney General,,REP,Thad Montgomery,1
Indiana,Grant,President,,REP,Andrew Bryan Seal,0
Indiana,Grant,President,,REP,Not Assigned,0
Indiana,Grant,Attorney General,,REP,Heather Heidelbaugh,111
Indiana,Grant,Attorney General,,REP,John Smith,0
Indiana,Grant,Attorney General,,REP,Tom Smith,0
Indiana,Grant,Attorney General,,REP,John Rafferty,0
Indiana,Grant,Attorney General,,REP,Tyler Jon Houck,0
Indiana,Grant,Attorney General,,REP,Chad Repine,0
Indiana,Grant,Attorney General,,REP,Eric Cook,0
Indiana,Grant,Attorney General,,REP,Joe Black,0
Indiana,Grant,Attorney General,,REP,Thad Montgomery,0
Indiana,Green #1,President,,REP,Andrew Bryan Seal,0
Indiana,Green #1,President,,REP,Not Assigned,0
Indiana,Green #1,Attorney General,,REP,Heather Heidelbaugh,227
Indiana,Green #1,Attorney General,,REP,John Smith,0
Indiana,Green #1,Attorney General,,REP,Tom Smith,0
Indiana,Green #1,Attorney General,,REP,John Rafferty,0
Indiana,Green #1,Attorney General,,REP,Tyler Jon Houck,0
Indiana,Green #1,Attorney General,,REP,Chad Repine,0
Indiana,Green #1,Attorney General,,REP,Eric Cook,0
Indiana,Green #1,Attorney General,,REP,Joe Black,0
Indiana,Green #1,Attorney General,,REP,Thad Montgomery,0
Indiana,Green #2,President,,REP,Andrew Bryan Seal,0
Indiana,Green #2,President,,REP,Not Assigned,0
Indiana,Green #2,Attorney General,,REP,Heather Heidelbaugh,173
Indiana,Green #2,Attorney General,,REP,John Smith,0
Indiana,Green #2,Attorney General,,REP,Tom Smith,0
Indiana,Green #2,Attorney General,,REP,John Rafferty,0
Indiana,Green #2,Attorney General,,REP,Tyler Jon Houck,0
Indiana,Green #2,Attorney General,,REP,Chad Repine,0
Indiana,Green #2,Attorney General,,REP,Eric Cook,0
Indiana,Green #2,Attorney General,,REP,Joe Black,0
Indiana,Green #2,Attorney General,,REP,Thad Montgomery,0
Indiana,Green #3,President,,REP,Andrew Bryan Seal,0
Indiana,Green #3,President,,REP,Not Assigned,0
Indiana,Green #3,Attorney General,,REP,Heather Heidelbaugh,81
Indiana,Green #3,Attorney General,,REP,John Smith,0
Indiana,Green #3,Attorney General,,REP,Tom Smith,0
Indiana,Green #3,Attorney General,,REP,John Rafferty,0
Indiana,Green #3,Attorney General,,REP,Tyler Jon Houck,0
Indiana,Green #3,Attorney General,,REP,Chad Repine,0
Indiana,Green #3,Attorney General,,REP,Eric Cook,0
Indiana,Green #3,Attorney General,,REP,Joe Black,0
Indiana,Green #3,Attorney General,,REP,Thad Montgomery,0
Indiana,Homer City #1,President,,REP,Andrew Bryan Seal,0
Indiana,Homer City #1,President,,REP,Not Assigned,0
Indiana,Homer City #1,Attorney General,,REP,Heather Heidelbaugh,95
Indiana,Homer City #1,Attorney General,,REP,John Smith,0
Indiana,Homer City #1,Attorney General,,REP,Tom Smith,0
Indiana,Homer City #1,Attorney General,,REP,John Rafferty,0
Indiana,Homer City #1,Attorney General,,REP,Tyler Jon Houck,0
Indiana,Homer City #1,Attorney General,,REP,Chad Repine,0
Indiana,Homer City #1,Attorney General,,REP,Eric Cook,0
Indiana,Homer City #1,Attorney General,,REP,Joe Black,0
Indiana,Homer City #1,Attorney General,,REP,Thad Montgomery,0
Indiana,Homer City #2,President,,REP,Andrew Bryan Seal,0
Indiana,Homer City #2,President,,REP,Not Assigned,0
Indiana,Homer City #2,Attorney General,,REP,Heather Heidelbaugh,75
Indiana,Homer City #2,Attorney General,,REP,John Smith,0
Indiana,Homer City #2,Attorney General,,REP,Tom Smith,0
Indiana,Homer City #2,Attorney General,,REP,John Rafferty,0
Indiana,Homer City #2,Attorney General,,REP,Tyler Jon Houck,0
Indiana,Homer City #2,Attorney General,,REP,Chad Repine,0
Indiana,Homer City #2,Attorney General,,REP,Eric Cook,0
Indiana,Homer City #2,Attorney General,,REP,Joe Black,0
Indiana,Homer City #2,Attorney General,,REP,Thad Montgomery,0
Indiana,Indiana #1,President,,REP,Andrew Bryan Seal,0
Indiana,Indiana #1,President,,REP,Not Assigned,1
Indiana,Indiana #1,Attorney General,,REP,Heather Heidelbaugh,143
Indiana,Indiana #1,Attorney General,,REP,John Smith,0
Indiana,Indiana #1,Attorney General,,REP,Tom Smith,0
Indiana,Indiana #1,Attorney General,,REP,John Rafferty,0
Indiana,Indiana #1,Attorney General,,REP,Tyler Jon Houck,0
Indiana,Indiana #1,Attorney General,,REP,Chad Repine,0
Indiana,Indiana #1,Attorney General,,REP,Eric Cook,0
Indiana,Indiana #1,Attorney General,,REP,Joe Black,0
Indiana,Indiana #1,Attorney General,,REP,Thad Montgomery,0
Indiana,Indiana #2/1,President,,REP,Andrew Bryan Seal,0
Indiana,Indiana #2/1,President,,REP,Not Assigned,0
Indiana,Indiana #2/1,Attorney General,,REP,Heather Heidelbaugh,56
Indiana,Indiana #2/1,Attorney General,,REP,John Smith,0
Indiana,Indiana #2/1,Attorney General,,REP,Tom Smith,0
Indiana,Indiana #2/1,Attorney General,,REP,John Rafferty,0
Indiana,Indiana #2/1,Attorney General,,REP,Tyler Jon Houck,0
Indiana,Indiana #2/1,Attorney General,,REP,Chad Repine,0
Indiana,Indiana #2/1,Attorney General,,REP,Eric Cook,0
Indiana,Indiana #2/1,Attorney General,,REP,Joe Black,0
Indiana,Indiana #2/1,Attorney General,,REP,Thad Montgomery,0
Indiana,Indiana #2/2,President,,REP,Andrew Bryan Seal,0
Indiana,Indiana #2/2,President,,REP,Not Assigned,0
Indiana,Indiana #2/2,Attorney General,,REP,Heather Heidelbaugh,109
Indiana,Indiana #2/2,Attorney General,,REP,John Smith,0
Indiana,Indiana #2/2,Attorney General,,REP,Tom Smith,0
Indiana,Indiana #2/2,Attorney General,,REP,John Rafferty,0
Indiana,Indiana #2/2,Attorney General,,REP,Tyler Jon Houck,0
Indiana,Indiana #2/2,Attorney General,,REP,Chad Repine,0
Indiana,Indiana #2/2,Attorney General,,REP,Eric Cook,0
Indiana,Indiana #2/2,Attorney General,,REP,Joe Black,0
Indiana,Indiana #2/2,Attorney General,,REP,Thad Montgomery,0
Indiana,Indiana #3/1,President,,REP,Andrew Bryan Seal,0
Indiana,Indiana #3/1,President,,REP,Not Assigned,0
Indiana,Indiana #3/1,Attorney General,,REP,Heather Heidelbaugh,6
Indiana,Indiana #3/1,Attorney General,,REP,John Smith,0
Indiana,Indiana #3/1,Attorney General,,REP,Tom Smith,0
Indiana,Indiana #3/1,Attorney General,,REP,John Rafferty,0
Indiana,Indiana #3/1,Attorney General,,REP,Tyler Jon Houck,0
Indiana,Indiana #3/1,Attorney General,,REP,Chad Repine,0
Indiana,Indiana #3/1,Attorney General,,REP,Eric Cook,0
Indiana,Indiana #3/1,Attorney General,,REP,Joe Black,0
Indiana,Indiana #3/1,Attorney General,,REP,Thad Montgomery,0
Indiana,Indiana #3/2,President,,REP,Andrew Bryan Seal,0
Indiana,Indiana #3/2,President,,REP,Not Assigned,0
Indiana,Indiana #3/2,Attorney General,,REP,Heather Heidelbaugh,39
Indiana,Indiana #3/2,Attorney General,,REP,John Smith,0
Indiana,Indiana #3/2,Attorney General,,REP,Tom Smith,0
Indiana,Indiana #3/2,Attorney General,,REP,John Rafferty,0
Indiana,Indiana #3/2,Attorney General,,REP,Tyler Jon Houck,0
Indiana,Indiana #3/2,Attorney General,,REP,Chad Repine,0
Indiana,Indiana #3/2,Attorney General,,REP,Eric Cook,0
Indiana,Indiana #3/2,Attorney General,,REP,Joe Black,0
Indiana,Indiana #3/2,Attorney General,,REP,Thad Montgomery,0
Indiana,Indiana #3/4,President,,REP,Andrew Bryan Seal,0
Indiana,Indiana #3/4,President,,REP,Not Assigned,0
Indiana,Indiana #3/4,Attorney General,,REP,Heather Heidelbaugh,86
Indiana,Indiana #3/4,Attorney General,,REP,John Smith,0
Indiana,Indiana #3/4,Attorney General,,REP,Tom Smith,0
Indiana,Indiana #3/4,Attorney General,,REP,John Rafferty,0
Indiana,Indiana #3/4,Attorney General,,REP,Tyler Jon Houck,0
Indiana,Indiana #3/4,Attorney General,,REP,Chad Repine,0
Indiana,Indiana #3/4,Attorney General,,REP,Eric Cook,0
Indiana,Indiana #3/4,Attorney General,,REP,Joe Black,0
Indiana,Indiana #3/4,Attorney General,,REP,Thad Montgomery,0
Indiana,Indiana #4,President,,REP,Andrew Bryan Seal,0
Indiana,Indiana #4,President,,REP,Not Assigned,1
Indiana,Indiana #4,Attorney General,,REP,Heather Heidelbaugh,109
Indiana,Indiana #4,Attorney General,,REP,John Smith,0
Indiana,Indiana #4,Attorney General,,REP,Tom Smith,0
Indiana,Indiana #4,Attorney General,,REP,John Rafferty,0
Indiana,Indiana #4,Attorney General,,REP,Tyler Jon Houck,0
Indiana,Indiana #4,Attorney General,,REP,Chad Repine,0
Indiana,Indiana #4,Attorney General,,REP,Eric Cook,0
Indiana,Indiana #4,Attorney General,,REP,Joe Black,0
Indiana,Indiana #4,Attorney General,,REP,Thad Montgomery,0
Indiana,East Mahoning,President,,REP,Andrew Bryan Seal,0
Indiana,East Mahoning,President,,REP,Not Assigned,0
Indiana,East Mahoning,Attorney General,,REP,Heather Heidelbaugh,176
Indiana,East Mahoning,Attorney General,,REP,John Smith,0
Indiana,East Mahoning,Attorney General,,REP,Tom Smith,0
Indiana,East Mahoning,Attorney General,,REP,John Rafferty,0
Indiana,East Mahoning,Attorney General,,REP,Tyler Jon Houck,0
Indiana,East Mahoning,Attorney General,,REP,Chad Repine,1
Indiana,East Mahoning,Attorney General,,REP,Eric Cook,1
Indiana,East Mahoning,Attorney General,,REP,Joe Black,1
Indiana,East Mahoning,Attorney General,,REP,Thad Montgomery,0
Indiana,North Mahoning,President,,REP,Andrew Bryan Seal,0
Indiana,North Mahoning,President,,REP,Not Assigned,0
Indiana,North Mahoning,Attorney General,,REP,Heather Heidelbaugh,215
Indiana,North Mahoning,Attorney General,,REP,John Smith,0
Indiana,North Mahoning,Attorney General,,REP,Tom Smith,0
Indiana,North Mahoning,Attorney General,,REP,John Rafferty,0
Indiana,North Mahoning,Attorney General,,REP,Tyler Jon Houck,0
Indiana,North Mahoning,Attorney General,,REP,Chad Repine,0
Indiana,North Mahoning,Attorney General,,REP,Eric Cook,0
Indiana,North Mahoning,Attorney General,,REP,Joe Black,0
Indiana,North Mahoning,Attorney General,,REP,Thad Montgomery,0
Indiana,South Mahoning,President,,REP,Andrew Bryan Seal,0
Indiana,South Mahoning,President,,REP,Not Assigned,2
Indiana,South Mahoning,Attorney General,,REP,Heather Heidelbaugh,211
Indiana,South Mahoning,Attorney General,,REP,John Smith,0
Indiana,South Mahoning,Attorney General,,REP,Tom Smith,0
Indiana,South Mahoning,Attorney General,,REP,John Rafferty,0
Indiana,South Mahoning,Attorney General,,REP,Tyler Jon Houck,0
Indiana,South Mahoning,Attorney General,,REP,Chad Repine,0
Indiana,South Mahoning,Attorney General,,REP,Eric Cook,0
Indiana,South Mahoning,Attorney General,,REP,Joe Black,0
Indiana,South Mahoning,Attorney General,,REP,Thad Montgomery,0
Indiana,West Mahoning,President,,REP,Andrew Bryan Seal,0
Indiana,West Mahoning,President,,REP,Not Assigned,0
Indiana,West Mahoning,Attorney General,,REP,Heather Heidelbaugh,74
Indiana,West Mahoning,Attorney General,,REP,John Smith,0
Indiana,West Mahoning,Attorney General,,REP,Tom Smith,0
Indiana,West Mahoning,Attorney General,,REP,John Rafferty,0
Indiana,West Mahoning,Attorney General,,REP,Tyler Jon Houck,0
Indiana,West Mahoning,Attorney General,,REP,Chad Repine,0
Indiana,West Mahoning,Attorney General,,REP,Eric Cook,0
Indiana,West Mahoning,Attorney General,,REP,Joe Black,0
Indiana,West Mahoning,Attorney General,,REP,Thad Montgomery,0
Indiana,Marion Center,President,,REP,Andrew Bryan Seal,0
Indiana,Marion Center,President,,REP,Not Assigned,0
Indiana,Marion Center,Attorney General,,REP,Heather Heidelbaugh,71
Indiana,Marion Center,Attorney General,,REP,John Smith,0
Indiana,Marion Center,Attorney General,,REP,Tom Smith,0
Indiana,Marion Center,Attorney General,,REP,John Rafferty,0
Indiana,Marion Center,Attorney General,,REP,Tyler Jon Houck,0
Indiana,Marion Center,Attorney General,,REP,Chad Repine,0
Indiana,Marion Center,Attorney General,,REP,Eric Cook,0
Indiana,Marion Center,Attorney General,,REP,Joe Black,0
Indiana,Marion Center,Attorney General,,REP,Thad Montgomery,0
Indiana,Montgomery,President,,REP,Andrew Bryan Seal,0
Indiana,Montgomery,President,,REP,Not Assigned,0
Indiana,Montgomery,Attorney General,,REP,Heather Heidelbaugh,175
Indiana,Montgomery,Attorney General,,REP,John Smith,0
Indiana,Montgomery,Attorney General,,REP,Tom Smith,0
Indiana,Montgomery,Attorney General,,REP,John Rafferty,0
Indiana,Montgomery,Attorney General,,REP,Tyler Jon Houck,0
Indiana,Montgomery,Attorney General,,REP,Chad Repine,0
Indiana,Montgomery,Attorney General,,REP,Eric Cook,0
Indiana,Montgomery,Attorney General,,REP,Joe Black,0
Indiana,Montgomery,Attorney General,,REP,Thad Montgomery,0
Indiana,Pine #1,President,,REP,Andrew Bryan Seal,0
Indiana,Pine #1,President,,REP,Not Assigned,0
Indiana,Pine #1,Attorney General,,REP,Heather Heidelbaugh,116
Indiana,Pine #1,Attorney General,,REP,John Smith,0
Indiana,Pine #1,Attorney General,,REP,Tom Smith,0
Indiana,Pine #1,Attorney General,,REP,John Rafferty,0
Indiana,Pine #1,Attorney General,,REP,Tyler Jon Houck,0
Indiana,Pine #1,Attorney General,,REP,Chad Repine,0
Indiana,Pine #1,Attorney General,,REP,Eric Cook,0
Indiana,Pine #1,Attorney General,,REP,Joe Black,0
Indiana,Pine #1,Attorney General,,REP,Thad Montgomery,0
Indiana,Pine #2,President,,REP,Andrew Bryan Seal,0
Indiana,Pine #2,President,,REP,Not Assigned,0
Indiana,Pine #2,Attorney General,,REP,Heather Heidelbaugh,51
Indiana,Pine #2,Attorney General,,REP,John Smith,0
Indiana,Pine #2,Attorney General,,REP,Tom Smith,0
Indiana,Pine #2,Attorney General,,REP,John Rafferty,0
Indiana,Pine #2,Attorney General,,REP,Tyler Jon Houck,0
Indiana,Pine #2,Attorney General,,REP,Chad Repine,0
Indiana,Pine #2,Attorney General,,REP,Eric Cook,0
Indiana,Pine #2,Attorney General,,REP,Joe Black,0
Indiana,Pine #2,Attorney General,,REP,Thad Montgomery,0
Indiana,Pine #3,President,,REP,Andrew Bryan Seal,0
Indiana,Pine #3,President,,REP,Not Assigned,0
Indiana,Pine #3,Attorney General,,REP,Heather Heidelbaugh,39
Indiana,Pine #3,Attorney General,,REP,John Smith,0
Indiana,Pine #3,Attorney General,,REP,Tom Smith,0
Indiana,Pine #3,Attorney General,,REP,John Rafferty,0
Indiana,Pine #3,Attorney General,,REP,Tyler Jon Houck,0
Indiana,Pine #3,Attorney General,,REP,Chad Repine,0
Indiana,Pine #3,Attorney General,,REP,Eric Cook,0
Indiana,Pine #3,Attorney General,,REP,Joe Black,0
Indiana,Pine #3,Attorney General,,REP,Thad Montgomery,0
Indiana,Plumville,President,,REP,Andrew Bryan Seal,0
Indiana,Plumville,President,,REP,Not Assigned,0
Indiana,Plumville,Attorney General,,REP,Heather Heidelbaugh,40
Indiana,Plumville,Attorney General,,REP,John Smith,0
Indiana,Plumville,Attorney General,,REP,Tom Smith,0
Indiana,Plumville,Attorney General,,REP,John Rafferty,0
Indiana,Plumville,Attorney General,,REP,Tyler Jon Houck,0
Indiana,Plumville,Attorney General,,REP,Chad Repine,0
Indiana,Plumville,Attorney General,,REP,Eric Cook,0
Indiana,Plumville,Attorney General,,REP,Joe Black,0
Indiana,Plumville,Attorney General,,REP,Thad Montgomery,0
Indiana,Rayne,President,,REP,Andrew Bryan Seal,0
Indiana,Rayne,President,,REP,Not Assigned,1
Indiana,Rayne,Attorney General,,REP,Heather Heidelbaugh,472
Indiana,Rayne,Attorney General,,REP,John Smith,0
Indiana,Rayne,Attorney General,,REP,Tom Smith,0
Indiana,Rayne,Attorney General,,REP,John Rafferty,0
Indiana,Rayne,Attorney General,,REP,Tyler Jon Houck,0
Indiana,Rayne,Attorney General,,REP,Chad Repine,0
Indiana,Rayne,Attorney General,,REP,Eric Cook,0
Indiana,Rayne,Attorney General,,REP,Joe Black,0
Indiana,Rayne,Attorney General,,REP,Thad Montgomery,0
Indiana,Saltsburg,President,,REP,Andrew Bryan Seal,0
Indiana,Saltsburg,President,,REP,Not Assigned,0
Indiana,Saltsburg,Attorney General,,REP,Heather Heidelbaugh,71
Indiana,Saltsburg,Attorney General,,REP,John Smith,0
Indiana,Saltsburg,Attorney General,,REP,Tom Smith,0
Indiana,Saltsburg,Attorney General,,REP,John Rafferty,0
Indiana,Saltsburg,Attorney General,,REP,Tyler Jon Houck,0
Indiana,Saltsburg,Attorney General,,REP,Chad Repine,0
Indiana,Saltsburg,Attorney General,,REP,Eric Cook,0
Indiana,Saltsburg,Attorney General,,REP,Joe Black,0
Indiana,Saltsburg,Attorney General,,REP,Thad Montgomery,0
Indiana,Shelocta,President,,REP,Andrew Bryan Seal,0
Indiana,Shelocta,President,,REP,Not Assigned,0
Indiana,Shelocta,Attorney General,,REP,Heather Heidelbaugh,18
Indiana,Shelocta,Attorney General,,REP,John Smith,0
Indiana,Shelocta,Attorney General,,REP,Tom Smith,0
Indiana,Shelocta,Attorney General,,REP,John Rafferty,0
Indiana,Shelocta,Attorney General,,REP,Tyler Jon Houck,0
Indiana,Shelocta,Attorney General,,REP,Chad Repine,0
Indiana,Shelocta,Attorney General,,REP,Eric Cook,0
Indiana,Shelocta,Attorney General,,REP,Joe Black,0
Indiana,Shelocta,Attorney General,,REP,Thad Montgomery,0
Indiana,Smicksburg,President,,REP,Andrew Bryan Seal,0
Indiana,Smicksburg,President,,REP,Not Assigned,0
Indiana,Smicksburg,Attorney General,,REP,Heather Heidelbaugh,7
Indiana,Smicksburg,Attorney General,,REP,John Smith,0
Indiana,Smicksburg,Attorney General,,REP,Tom Smith,0
Indiana,Smicksburg,Attorney General,,REP,John Rafferty,0
Indiana,Smicksburg,Attorney General,,REP,Tyler Jon Houck,0
Indiana,Smicksburg,Attorney General,,REP,Chad Repine,0
Indiana,Smicksburg,Attorney General,,REP,Eric Cook,0
Indiana,Smicksburg,Attorney General,,REP,Joe Black,0
Indiana,Smicksburg,Attorney General,,REP,Thad Montgomery,0
Indiana,Washington,President,,REP,Andrew Bryan Seal,0
Indiana,Washington,President,,REP,Not Assigned,0
Indiana,Washington,Attorney General,,REP,Heather Heidelbaugh,234
Indiana,Washington,Attorney General,,REP,John Smith,0
Indiana,Washington,Attorney General,,REP,Tom Smith,0
